pse_pssm0,pse_pssm1,pse_pssm2,pse_pssm3,pse_pssm4,pse_pssm5,pse_pssm6,pse_pssm7,pse_pssm8,pse_pssm9,pse_pssm10,pse_pssm11,pse_pssm12,pse_pssm13,pse_pssm14,pse_pssm15,pse_pssm16,pse_pssm17,pse_pssm18,pse_pssm19,pse_pssm20,pse_pssm21,pse_pssm22,pse_pssm23,pse_pssm24,pse_pssm25,pse_pssm26,pse_pssm27,pse_pssm28,pse_pssm29,pse_pssm30,pse_pssm31,pse_pssm32,pse_pssm33,pse_pssm34,pse_pssm35,pse_pssm36,pse_pssm37,pse_pssm38,pse_pssm39
0.250768877,0.006525459,-0.023485648,-0.091407752,0.093384988,0.084513672,0.08296492,-0.178371748,0.401648494,-0.028494958,-0.222661442,-0.042520662,0.217443032,-0.270739186,-0.267850847,0.144147857,0.093046772,-0.177386698,-0.032452799,-0.03907233,1.248539235,1.584133496,1.30826447,2.154344755,2.80121152,1.13846585,1.50655172,2.263385202,1.668933606,2.089851417,1.997673754,1.407209609,1.712402612,1.81458069,2.097405859,0.975331349,0.753669786,4.442184296,1.578201137,1.424211384
0.062605975,0.378839139,0.097616108,-0.111811409,-0.44732247,0.215487861,0.173344732,-0.332278164,0.084423016,0.102163447,-0.210317537,0.656035039,0.169421669,-0.317758209,-0.367459689,0.122106077,0.207571261,-0.626087794,-0.086829887,0.230250834,0.630379803,2.293851352,1.318633137,1.61234643,2.637728369,0.955141007,1.517243176,2.993668356,1.702067107,2.614912512,1.286911978,2.947122448,0.977407379,1.366384161,2.064050341,0.747331004,0.74291022,3.673464999,1.130499801,2.842976632
0.29809062,0.242349635,-0.118890006,-0.249611048,0.112380645,0.054126495,0.040560033,-0.230025396,0.327368946,-0.050046591,-0.164786907,0.04601958,0.115464763,-0.069325284,-0.400725912,0.116112461,0.063732178,0.002091465,-0.040676654,-0.094209024,1.433607807,2.11345238,1.064261358,2.028145426,1.435020194,1.252286817,2.339459704,3.106443242,1.640086963,3.235655749,2.080724156,1.147504259,1.583968322,1.780376926,1.852645522,1.437137515,0.765355461,3.195870501,1.159429464,1.973334194
0.424738527,0.094332117,-0.050875103,-0.469765059,-0.551098727,0.300758718,-0.102965612,0.037909787,-0.31013049,0.025400599,0.045359034,0.272636398,0.043068227,0.018146582,-0.281991091,0.388223842,0.297896288,-0.341138423,-0.03433573,0.193830116,1.114931196,1.993728621,1.749187169,0.980291959,0.735477991,1.889449701,1.894533758,3.586507142,0.828487641,2.669272385,2.160702448,2.074620433,1.382438507,2.421806191,1.884739439,1.215114342,0.848135299,2.775676769,2.229202841,2.560844621
0.137362361,0.138989491,0.306588811,0.579056956,-0.814025316,0.347260538,0.675960151,-0.177653984,0.048446051,-0.212639206,-0.276871215,0.421029973,0.061704646,-0.325399205,-0.20568726,0.332627214,0.122049262,-0.745544603,-0.286939093,-0.126315569,0.756982261,1.43251674,1.120473576,1.432686781,1.943828973,0.833809954,1.052010874,1.564937981,1.7670699,1.369577292,1.380885038,1.185171783,1.50017213,1.994743185,1.945911688,0.761229378,0.738446118,3.317565526,1.48599665,1.14659652
0.503624889,0.540811593,0.097707684,-0.183597474,-0.41407199,0.392270268,0.171476662,-0.061540433,-0.099997937,-0.373790764,-0.192684975,0.371650825,0.067762165,-0.597010594,0.290894341,0.470217875,0.336105178,-0.779781126,-0.394634903,-0.145411285,1.874399068,3.330665701,1.293097987,1.198770565,1.530606615,1.303278939,0.997734098,2.71219623,0.956135596,1.626039915,1.922295549,0.982956966,0.786515443,1.130709483,5.522201557,1.352975993,1.236556413,1.298070403,0.55005885,1.330689172
0.256719537,0.712113367,0.137073149,0.379477926,-0.885769133,0.561645447,0.827692068,-0.30089775,0.20270957,-0.367003973,-0.262659219,0.621849037,-0.079973064,-0.625273164,-0.116699865,0.378648112,0.096304859,-0.91351357,-0.342058435,-0.280384898,0.722706559,1.537552147,1.241658762,1.659891428,1.232171791,0.895221207,1.315855646,1.277753361,1.765501208,1.327389027,1.331132077,1.212811747,1.159449988,1.744153099,1.766237251,0.721555511,0.645973481,2.594856852,1.643838806,1.055969732
0.387492702,0.272513942,0.049886307,-0.219677875,-0.157738725,0.252071245,0.091327271,-0.143158019,-0.10492497,-0.208139333,-0.148807647,0.237450239,0.077528503,-0.371137433,-0.065776821,0.463896818,0.461217725,-0.572352754,-0.226518552,-0.075152624,1.570834523,2.407428135,1.374413237,1.56373225,3.314582798,1.183617323,1.297036465,2.422473512,1.111735509,1.716639916,2.149626183,1.309920783,1.402049078,2.048383882,2.835479799,1.481031519,1.802377895,2.70275651,1.205736665,1.362403689
0.134123388,-0.005633022,0.021170393,0.012230196,-0.417852698,0.171878399,0.225885035,-0.236446028,0.066986616,0.023775834,-0.134855973,0.355921087,0.27234435,-0.334926283,-0.124849917,0.19028252,0.215081313,-0.509508973,-0.13274014,0.207133903,1.03057435,1.448947617,1.116305806,1.843032036,1.46692753,0.988041295,1.660695182,2.586403832,1.043096261,2.498333257,1.594054663,1.992207795,1.747851736,1.70265995,2.104287987,0.874950817,0.828145241,3.016877363,1.668654428,1.907838892
0.076214043,0.229669788,0.172927857,0.101488393,-0.407558334,0.262848634,0.329130304,-0.244674313,0.249793667,0.009706829,-0.276174177,0.305605194,0.35235084,-0.227863818,-0.229536235,0.161969379,0.097188339,-0.83687147,-0.070954391,-0.05526053,0.861059173,1.224430258,1.088506047,1.790007602,3.446945293,0.833697289,1.379130615,1.742599567,1.759713094,1.695682366,1.549936471,1.144504098,1.364437989,1.963217998,2.242904283,0.746109586,0.779095313,4.947260555,1.75057353,1.399922186
