pse_pssm0,pse_pssm1,pse_pssm2,pse_pssm3,pse_pssm4,pse_pssm5,pse_pssm6,pse_pssm7,pse_pssm8,pse_pssm9,pse_pssm10,pse_pssm11,pse_pssm12,pse_pssm13,pse_pssm14,pse_pssm15,pse_pssm16,pse_pssm17,pse_pssm18,pse_pssm19,pse_pssm20,pse_pssm21,pse_pssm22,pse_pssm23,pse_pssm24,pse_pssm25,pse_pssm26,pse_pssm27,pse_pssm28,pse_pssm29,pse_pssm30,pse_pssm31,pse_pssm32,pse_pssm33,pse_pssm34,pse_pssm35,pse_pssm36,pse_pssm37,pse_pssm38,pse_pssm39
0.089061478,0.119988359,0.228803643,-0.003845403,-0.530452443,0.297542282,0.259996571,-0.415113312,-0.070429426,0.029451383,-0.043354141,0.524685121,0.080542546,-0.155696258,-0.38971265,0.348563427,0.254214061,-0.673350784,0.042465933,0.006639615,0.614638778,1.445091946,2.356269277,2.232751785,1.716279012,1.35373959,1.73792059,1.969919069,1.231183137,3.122532671,2.782664956,2.534705093,1.159414915,3.132385448,1.278075357,1.359053663,0.888863542,1.487073735,2.404887019,2.042431882
0.145094648,0.144213473,0.113928358,-0.012950099,-0.507257704,0.173560032,0.120115684,-0.265438557,0.049157076,0.010300528,-0.01450603,0.116080738,0.143142797,-0.121806905,-0.062221582,0.330102008,0.37758405,-0.755701498,-0.073742227,0.090345212,0.941979248,2.090848653,1.522097743,2.046027987,2.989159791,1.137480543,1.715499354,2.246768456,2.146457553,2.086312999,2.000488695,1.457531238,1.483644832,2.931129622,2.77536966,1.238653894,1.260062034,2.2369891,2.081526349,1.453471199
0.130219309,0.113260478,0.050163446,-0.143749428,-0.360479173,0.071503957,-0.00996227,-0.321334749,0.139445952,0.130814696,0.137740506,0.121829013,0.286895054,0.027803945,-0.267033301,0.180029322,0.197521558,-0.477232485,-0.091542891,0.084107061,0.958186708,1.830884272,1.309132623,1.944462455,1.496413433,1.046995234,1.741263328,1.779603344,1.26153437,2.067569866,1.927093917,1.61692488,1.517807803,2.177100028,2.557545656,0.89825719,0.899428082,1.975520105,1.558507557,1.37795692
0.34779453,-0.046441642,-0.100274845,-0.286480523,-0.547305247,-0.103311984,-0.197807285,0.053085957,-0.183426274,0.363828992,0.202829429,-0.03935033,0.093423721,0.238351604,-0.169449574,0.216816408,0.166570965,-0.171312784,-0.032346385,0.194805266,0.998308456,1.115652429,1.506530027,1.825628941,0.699642142,0.723417644,0.75109873,1.834618404,1.25592788,1.795846338,1.575527831,0.879020765,1.086093831,1.671247705,1.103842772,0.942806445,0.721193766,1.877075446,1.190250262,1.336063251
0.123110527,0.505663773,0.263096353,0.197589154,-0.370833047,0.43535603,0.571119633,-0.133460535,0.478671391,-0.576518816,-0.511410358,0.561482331,-0.397312571,-0.805904968,0.44065149,0.965142211,0.305334397,-1.128445511,-0.507923327,-0.415408156,0.616049377,0.943580041,0.84301175,1.092949187,2.70386642,0.950764005,0.981347398,1.411817027,2.103970812,1.017182383,1.097161104,0.949452798,0.971693897,1.311936429,2.300597842,0.948230709,0.792020325,1.792278018,1.175426027,0.850369766
0.70805706,0.626725226,-0.471095887,0.094756464,-0.535397133,-0.025888449,0.009917213,0.093740959,0.33393149,-0.247395897,0.054752281,-0.509319257,0.041698616,-0.234430417,-0.039389289,0.01920709,0.182976869,-0.02593563,-0.272334717,0.195423409,1.213258124,1.889326868,1.043854057,2.113562326,1.425144073,1.031394112,1.456257661,2.48365694,1.539477092,1.583149841,2.098899813,0.719725676,1.469377984,2.102570185,1.718979479,0.884044441,0.823947215,2.932352509,1.438283979,1.347639154
0.410585207,0.213165554,0.219048455,0.077081424,-0.547217406,0.526970248,0.447271913,-0.264727303,0.031638538,-0.190768493,-0.055974471,0.299837594,0.094501777,-0.526053714,-0.232516149,0.491307878,0.331990261,-0.917628456,-0.355941018,-0.052571839,0.893446677,1.76713257,1.527863614,2.348274304,1.664261131,1.649307036,2.202747127,1.511664471,1.546433621,2.076699038,2.53627754,1.54364095,1.771169303,1.905380782,2.106242246,1.168476427,0.787154182,1.735245013,1.324516181,1.630993723
0.076120995,0.192246065,0.123053149,-0.053331453,0.00384103,-0.01666776,0.161053352,-0.329180892,0.095904662,0.079721931,0.179866479,0.297400841,0.409645982,-0.143269634,-0.673176573,0.262711805,0.052863692,-0.731394178,-0.118114531,0.130705039,1.276519669,1.435382685,2.285747993,2.387259364,1.937608727,0.917997502,1.760501052,2.78938186,1.335256517,2.10741968,2.11507909,1.750047561,1.859375813,2.442653491,1.578053964,1.021242921,1.167437601,1.88655046,2.273324234,1.636495468
0.532726094,-0.494712089,-0.37709868,-0.764553883,-0.08691629,-0.267467548,-0.601680057,0.083445495,-0.259983745,0.51938096,0.413923705,-0.526824405,0.613189254,0.389740345,-0.498107891,0.320864526,0.322671067,0.083964712,0.123728119,0.47371031,1.264511481,0.90614562,0.831781498,1.16945442,1.654029308,0.70070987,0.700313854,2.314832063,1.331687429,1.64998757,1.814109408,0.620796591,1.229851981,1.805770502,1.456343311,1.25236539,0.655015374,2.56698779,1.117345399,1.229233625
0.32532958,0.271932567,0.078632854,-0.127232303,0.002786793,0.225978716,0.189187831,-0.114178432,-0.110614891,-0.134893188,-0.119081504,0.216971196,0.03953563,-0.299010905,-0.209867028,0.334507779,0.179724147,-0.603045523,-0.134349336,-0.012313983,1.092763843,2.554871387,1.245683097,2.222200045,6.002805219,0.903579872,1.492390743,3.325772109,1.086979999,1.843602882,1.370019672,1.609683802,1.069990475,1.573866342,2.410345984,1.046737887,0.638856758,1.258470036,1.854373862,1.639754099
0.21106347,0.29635652,0.057664618,-0.087218121,-0.601120697,0.53748365,0.481084404,-0.517730079,0.009371039,-0.113499809,-0.089527637,0.542425332,0.333526882,-0.414119774,-0.291217692,0.31748727,0.350095389,-0.765288757,-0.247319265,-0.009516743,1.301119627,1.848135523,1.431796479,1.902200215,1.106237498,1.73371103,2.601678306,0.720367714,1.547980635,2.803627003,2.793097568,2.762257635,2.319258715,1.784737394,1.388732196,1.204458765,1.147429477,1.310270597,1.653168282,2.073653125
0.435931368,-0.150740856,-0.053470629,-0.317555587,-0.206273277,0.014705967,-0.106069377,-0.250596623,-0.087072297,0.074619889,0.029114942,-0.018181062,0.195676328,0.005521506,-0.10326522,0.350409265,0.436737484,-0.554061767,0.080565318,0.224004628,2.194183999,1.392529775,2.10490613,1.65689987,1.888727344,0.768986039,1.284496746,1.813579111,1.846368086,2.851074131,2.985078209,1.413301047,1.668961431,3.579995569,3.348574644,1.931945118,1.490860513,1.999034358,2.245981739,2.332413858
0.117606614,-0.222656064,-0.106718565,-0.196705151,-0.26579677,-0.007962864,-0.126888188,-0.355157625,-0.197510453,0.255961293,0.283775272,-0.142471424,0.457980433,0.168814579,-0.049981272,0.318980982,0.314541892,-0.659476938,0.144152334,0.269511915,0.975265619,1.240562567,1.376584143,1.534154476,2.171312639,1.09169506,1.060774123,1.662040133,1.607889016,1.906560576,1.717871616,1.140153911,1.809344234,2.283400564,2.492106031,1.155024377,0.946927728,2.287626682,2.580771429,1.379520958
0.390863055,0.208385819,0.061226982,0.158094177,-0.562929118,0.365547017,0.364337957,-0.270965275,-0.051226589,-0.067254332,0.016508491,0.345424786,0.039142621,-0.485061477,-0.040950982,0.271219761,0.333910724,-0.728756757,-0.351676936,0.004160075,0.868442817,1.673379143,1.749744728,1.986556956,1.932749101,1.140633205,1.825864329,2.1412884,1.417307438,2.217622506,2.468440089,1.329996799,1.412942427,2.052366317,2.574628973,1.003905285,0.942651346,2.341052083,1.214587202,1.240493775
0.316287813,0.401802193,0.120653467,-0.271709503,-0.46678916,0.35317541,0.106971241,-0.335728372,-0.102364834,-0.111747853,-0.064642185,0.305478072,0.196575334,-0.465403499,-0.098444105,0.448499295,0.651470985,-0.77953167,-0.288886085,0.084333458,1.139950342,2.903727984,1.194646473,1.245541166,1.194509837,1.505874225,1.197866823,2.042005071,1.662919613,2.512510526,1.475530852,1.216262562,1.423503063,0.872170314,2.066542809,1.524643218,2.871109794,0.816673698,0.766787917,2.319647893
