pse_pssm0,pse_pssm1,pse_pssm2,pse_pssm3,pse_pssm4,pse_pssm5,pse_pssm6,pse_pssm7,pse_pssm8,pse_pssm9,pse_pssm10,pse_pssm11,pse_pssm12,pse_pssm13,pse_pssm14,pse_pssm15,pse_pssm16,pse_pssm17,pse_pssm18,pse_pssm19,pse_pssm20,pse_pssm21,pse_pssm22,pse_pssm23,pse_pssm24,pse_pssm25,pse_pssm26,pse_pssm27,pse_pssm28,pse_pssm29,pse_pssm30,pse_pssm31,pse_pssm32,pse_pssm33,pse_pssm34,pse_pssm35,pse_pssm36,pse_pssm37,pse_pssm38,pse_pssm39
0.15773434,-0.055941453,0.26175444,-0.009390926,0.217922209,0.082600745,-0.27145305,0.071618414,0.162003667,-0.337730536,-0.569109996,-0.199326254,-0.089196929,-0.257734425,0.281013583,0.349381487,0.412433532,-0.161172948,0.07520269,-0.120608591,0.892469474,0.552043143,1.212634951,1.48352068,4.063292425,0.744817736,0.925713628,1.563755951,2.004977017,1.061709989,1.211519029,0.69532195,1.305856189,2.725818125,2.120793573,0.82643381,1.348076483,6.519056429,1.999211808,0.844486843
0.403498616,0.215980146,-0.002067304,0.149765804,-0.785169916,0.142713212,-0.061152141,-0.08561693,0.318753222,-0.302415183,-0.175648251,-0.330193138,0.139234581,-0.119772161,0.047794968,0.09141262,0.165495378,0.230879602,-0.005351954,-0.03814117,1.081815092,1.434603358,1.477683773,1.993031387,1.974552998,0.978432947,1.274607172,2.061571718,1.453390471,1.522054794,1.590683498,0.964896464,1.187579188,1.959899599,2.605156516,1.088580927,1.148617408,4.069818748,1.797034364,1.341987404
0.36432452,0.063839048,0.238818489,0.072839019,-0.111504628,0.09291642,-0.073860436,0.253156442,-0.007043277,-0.209311737,-0.125560964,0.060624561,-0.179925645,-0.290934042,-0.409508642,0.529857757,0.512831639,-0.572317943,-0.313723063,0.104482482,0.900811512,1.378093956,1.147699142,1.382814867,1.418795373,1.605636961,0.976136909,4.674860582,1.636464563,2.007062112,2.044736482,0.970647006,0.739779731,1.46764305,2.230640574,1.113859757,1.560062958,2.587555643,1.06269004,2.161689509
0.305284618,0.068703552,0.056236135,-0.061799707,0.021012208,0.048160373,0.072989671,-0.202429874,0.168999448,0.038462193,-0.088345218,0.046675698,0.186249998,-0.164533371,-0.372918328,0.147519559,0.128754234,-0.452715062,-0.026992812,0.080686688,1.240227876,1.754841973,1.518569838,2.304217232,2.219128735,1.067606607,1.609765217,2.689846062,1.56111358,2.468811701,2.026885637,1.331168857,1.460862726,1.619301697,1.918949177,0.931176634,0.874721058,3.646924914,1.364523152,1.551346529
0.305350015,0.006102295,0.031142795,-0.096345161,-0.548380644,0.148901877,0.130230611,-0.073086632,-0.116381483,0.005549682,0.02360949,0.146148566,0.12177565,-0.144456152,-0.123775221,0.356798415,0.30086884,-0.50860792,-0.055294094,0.089849071,1.204938058,1.569639277,1.628549601,2.554436628,1.040223611,1.07804606,1.593623564,3.090879359,1.828938989,2.500041268,2.447883504,1.343904202,1.606218793,2.691018399,3.122904415,1.136209267,0.897379736,3.24224773,2.331518741,2.05404678
0.218523832,-0.085555554,0.457329807,0.358352875,-0.755032167,0.157815042,0.159799323,0.032056984,-0.035130356,-0.240266176,-0.381721661,0.2043126,-0.200111328,-0.244112325,-0.178919122,0.463564438,0.468544234,-0.545696861,0.120097675,0.026148741,0.991038261,1.274353691,1.483763737,1.904585584,1.934746511,1.274574912,1.42373201,1.764255018,1.775918436,1.686125314,1.655362923,1.426769166,1.443641764,2.23130337,1.947887545,1.19021627,1.36297606,3.040193526,2.229970908,1.653237741
0.385326785,0.1050741,-0.005855208,-0.061800163,-0.064304105,0.090384428,0.117740794,-0.181256564,0.131448256,0.071647539,-0.093753722,0.107178063,0.213152321,-0.271358925,-0.208760603,0.151787439,0.182760322,-0.644649737,-0.121189913,0.096428895,1.411570412,1.405752416,1.280064062,2.219527419,2.309814742,1.013111664,1.818724028,2.586546286,1.66364311,2.172729712,2.112871827,1.54886368,1.757227412,1.903272771,2.281447169,0.99149383,0.985165863,3.873278975,1.300018472,1.602335377
0.36015581,0.118583028,0.025672437,0.035821642,-0.641828238,0.24748722,0.183635024,-0.168584247,0.115921924,-0.152253076,-0.077136429,0.043655223,0.140947893,-0.127436109,-0.165816782,0.189949748,0.162098022,-0.298896683,0.028456453,-0.020432859,1.164852054,1.921920062,1.440584595,2.662656593,1.402740708,1.33077729,1.939391086,2.139435205,1.969440972,1.686093307,1.844984702,1.191873134,1.594012973,2.780524289,2.656309821,0.816337861,0.936267538,4.281705512,2.307339073,1.351899348
0.249147632,0.136507387,-0.013275146,-0.038803019,-0.011863064,-0.028218825,0.106336699,-0.265532702,0.340501835,0.004302626,-0.091712114,-0.068973397,0.127457186,-0.017767947,-0.222938799,0.059024223,0.050872914,-0.292754691,0.002693511,-0.025004307,1.294318486,1.627953154,1.649392979,2.366830464,1.430619558,1.060298372,1.812011515,2.488840495,1.570486756,2.545851326,2.283266264,1.480188843,1.454940222,1.973701187,2.386253536,1.073772517,0.780105814,3.083481742,1.616840347,2.024657384
0.360426175,0.278828391,-0.04339381,-0.060129611,-0.562111382,0.150546458,0.068579873,-0.211734046,0.208902939,0.011327324,0.151492508,0.024888338,0.243093497,-0.1316383,-0.205169586,0.166438705,0.26075924,-0.565712352,-0.253390902,0.10799654,1.124077867,2.141113306,1.296588981,2.14094811,1.331067598,1.048789893,1.81999455,1.776131472,1.312907684,2.081374,2.131884474,1.535540305,1.601451255,2.353940464,2.879981373,0.85726657,0.948520349,1.860775653,1.592266632,1.516312257
0.112675321,0.097280347,0.154212305,0.189969051,-0.349519119,0.290419997,0.435851804,-0.059778571,0.029798483,-0.120538258,-0.203357505,0.23428886,0.002992056,-0.363716787,-0.159047535,0.244514369,0.258968191,-0.677705017,-0.181342793,0.064034801,1.701954314,1.327991462,1.956998302,2.309508539,1.330974695,1.278835224,2.288272512,3.501659065,0.984500906,2.080134339,2.278830986,1.223345629,1.038087324,2.476666471,2.073337771,1.065661307,1.109653325,1.829149685,1.993005043,1.996240122
0.476366021,-0.012437336,0.064843544,0.031520268,-0.462100907,0.025100925,0.103730041,-0.157697455,0.023401414,0.011056395,-0.008594462,0.114134652,-0.057397385,-0.204947365,-0.036113956,0.312433751,0.305950535,-0.515696831,-0.226146655,0.212594806,1.378921218,1.433449985,1.400385099,2.164137381,1.379274239,1.119243279,1.554987005,2.102595925,1.327169232,1.807353633,1.754280725,1.500152875,1.383497084,2.090599325,2.170528778,1.245273156,1.103060083,2.209138269,1.527886346,1.794957451
0.211320422,0.12663474,0.035804557,-0.007407677,-0.270434038,0.217854697,0.202885317,-0.329779203,0.273525707,-0.012393694,-0.022187699,0.113868918,0.102904968,-0.184661144,-0.198439501,0.22719106,0.181063443,-0.646013455,-0.035705449,0.013968033,1.043457,1.58439371,1.249927449,2.365979289,2.49417172,1.265961894,2.140865898,2.061323622,2.009254963,2.137132145,2.105104988,1.178109274,1.637757348,3.226733504,3.224630564,0.970533181,0.995291951,2.801711147,2.597892167,1.434013569
0.427522359,0.135652126,0.400229247,0.124264972,-1.138181841,0.232312551,-0.140022306,0.192519129,-0.264298635,-0.151372435,-0.081608265,-0.237735906,-0.173869083,0.010335439,-0.340193981,0.463552596,0.610787047,-0.336329764,0.171662772,0.094773977,0.946765079,1.946390161,1.921286193,2.540891527,0.388258187,1.456714935,1.573686825,2.334766333,0.966770099,1.928236422,1.972401572,1.214107685,0.958007169,2.312186086,1.88782075,1.383408701,1.314886953,2.336665553,2.013776233,1.828973771
0.108884479,0.108591113,0.100607909,0.093472842,-0.222031455,0.176508959,0.264913562,-0.295621498,0.244316664,-0.106665298,-0.15859485,0.203729606,0.072739262,-0.233702223,-0.10779948,0.194861079,0.119743309,-0.504339682,-0.040509603,-0.019104695,0.908357224,1.433049696,1.270786749,2.420453387,2.675795297,1.290958561,1.516399932,2.697915109,1.860295956,1.637415843,1.898578803,1.272146202,1.54886634,2.4671608,2.110296623,0.909419766,0.763226754,4.356334511,1.568384235,1.547158082
0.253330511,0.026932561,0.023117033,0.124966188,-0.778286619,0.081910511,-0.024804472,-0.045001951,0.334698846,-0.112006999,-0.299245017,-0.263997338,0.35347906,-0.254558634,0.284368399,0.019570311,0.362544017,-0.10892677,-0.10193815,0.123848512,0.999981054,1.251248624,1.376185167,1.978847338,1.912262382,1.022339682,1.414484967,2.509287825,2.051110494,1.464233305,1.216286424,0.804794589,1.116391911,1.896711222,2.381625893,0.646643134,1.28878636,3.393175379,1.563410806,1.600336319
